,0,1,2,3,4,5,6,7
0,22.285870455121085,4.377697249169019,47.20542958877979,7.5585484498580815,19.88376237950294,7.068392427126722,2.2724038913324787,13.923614149029843
1,4.634733142953046,18.388763289226205,55.406748718669014,11.780600708456245,21.65728327010989,14.046749362804112,4.168312685724293,10.921009361927394
2,30.120676831119148,23.699958895378767,56.77185859080342,9.603419048654294,15.695638116212029,19.76044002697715,10.156283623761759,15.986767303534572
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.62201563096925,0.0,27.311809154025898,2.414369423303816,0.0,0.0,1.6608542577714562,-1.0554000000000001
7,-0.541,3.4805588398925833,49.042173767204204,-0.49226448540200657,4.766932701685137,1.4220580216337786,0.24228279249243398,0.08633790000000002
8,1.1947665611118863,5.18125083142957,0.0,4.289083810596085,57.656834165488114,1.7126798164273502,5.3813774423953165,6.01429041481457
9,1.3226016123782138,14.217210053897212,3.368415412545783,0.0,0.0,-0.558955,0.0,0.0
10,0.0,0.0,44.75790583190004,5.186361661918245,4.683586090188012,0.86490108560851,0.0,0.0
11,75.8950989213101,7.816336795795312,0.0,8.930213253765302,4.749199807734189,8.486421551644536,0.0,12.455117498965315
12,19.20663460540351,24.922555216037985,45.071349313263724,20.43456233232481,17.648327000077884,24.14514782699844,16.77853423238081,5.768357455297652
13,31.850917470013332,24.40897737380666,50.85015661615018,22.95446858175027,38.81503041297035,36.15827560598893,18.304605517843996,29.051634201234645
14,28.860321920202942,24.810044173683618,58.9253266320816,19.114835217358664,29.014891210081373,22.605652946409204,23.127251485335734,23.94224997846719
15,43.84023823118756,0.0,0.8923010377376137,6.18196569436884,0.0,-0.47098426181272357,0.0,-0.25022163363596844
16,9.589082402508993,0.0,1.2682665233359334,54.59789035869329,2.295051345050862,0.4686766785023617,-1.0803084327726076,3.773326718973215
17,10.86072411036944,71.26068400660328,1.6614908925689393,1.9901895249276753,4.022542971365156,0.0,5.498446506211424,8.182805165442794
18,7.346297854945961,13.949531083752978,40.60705545203765,8.559686475048158,10.750601133097273,23.039024969790724,14.410199007947472,4.156683944451771
19,30.554660440809542,21.3953943422752,17.205566631470163,16.5629200435321,45.673708382334205,25.095731107096693,19.559254492183477,14.530102262970187
20,20.557129508402063,17.01485893966194,33.870117949995986,16.094425560719102,21.86226828913497,6.257177058909386,18.358280716764593,60.936563573652826
21,54.79977057918587,23.83297259254541,19.71022830177813,14.035734749513338,27.28104626880892,19.836389117481264,15.523839085617645,15.007119680752089
22,50.36435860718739,51.81145626554084,36.08326441637665,55.29718488428789,32.45927914652652,34.98406981241748,22.36283959271143,25.200648255048318
23,53.19677454347147,47.82252290131132,39.62290642688866,63.17957786123956,35.57874518934774,39.114809258175676,24.61205106322269,25.846466001771663
